sample	coverage	taxonomy
Novel_genomes_no_reference-R1	0.58	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__JAFAZJ01; s__JAFAZJ01 sp016869975
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__JAFAZJ01; s__JAFAZJ01 sp019239835
Novel_genomes_no_reference-R1	0.38	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp018828385
Novel_genomes_no_reference-R1	0.45	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp018261905
Novel_genomes_no_reference-R1	0.27	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Alysiella; s__Alysiella filiformis
Novel_genomes_no_reference-R1	0.18	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Herbiconiux; s__Herbiconiux sp015350805
Novel_genomes_no_reference-R1	1.31	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes regularis
Novel_genomes_no_reference-R1	0.39	Root; d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__SKNC01; f__SKNC01; g__SKLX01; s__SKLX01 sp007121375
Novel_genomes_no_reference-R1	1.62	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-7; g__SURF-7; s__SURF-7 sp013824585
Novel_genomes_no_reference-R1	0.41	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Fredinandcohnia; s__Fredinandcohnia onubensis
Novel_genomes_no_reference-R1	1.65	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Fredinandcohnia; s__Fredinandcohnia onubensis_A
Novel_genomes_no_reference-R1	1.38	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L; s__Bacillus_L okhensis
Novel_genomes_no_reference-R1	1.56	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A; s__Weissella_A fabalis
Novel_genomes_no_reference-R1	1.43	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Ohtaekwangia; s__Ohtaekwangia sp018598175
Novel_genomes_no_reference-R1	1.98	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__IN17; s__IN17 sp002694465
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Plesiocystis; s__Plesiocystis pacifica
Novel_genomes_no_reference-R1	0.93	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya sp001548435
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya sp014695255
Novel_genomes_no_reference-R1	0.39	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp014904695
Novel_genomes_no_reference-R1	0.92	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp014831675
Novel_genomes_no_reference-R1	0.42	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp010091925
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp015206995
Novel_genomes_no_reference-R1	0.51	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Aulosira; s__Aulosira sp002154725
Novel_genomes_no_reference-R1	0.36	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nodularia; s__Nodularia sp015207155
Novel_genomes_no_reference-R1	0.49	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Brasilonema; s__Brasilonema tolypothrichoides
Novel_genomes_no_reference-R1	0.75	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Hassallia; s__Hassallia sp002218085
Novel_genomes_no_reference-R1	0.1	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Hassallia; s__Hassallia hofmanni
Novel_genomes_no_reference-R1	0.52	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Hassallia; s__Hassallia byssoidea
Novel_genomes_no_reference-R1	0.21	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__Trichodesmium; s__Trichodesmium sp010672085
Novel_genomes_no_reference-R1	2.08	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__UBA11371; s__UBA11371 sp003486305
Novel_genomes_no_reference-R1	1.88	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__SIO2C1; s__SIO2C1 sp010672925
Novel_genomes_no_reference-R1	0.26	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JAAUPA01; s__JAAUPA01 sp012034615
Novel_genomes_no_reference-R1	0.36	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_B; s__Synechococcus_B spongiarum_B
Novel_genomes_no_reference-R1	0.4	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QQUY01; s__QQUY01 sp016700175
Novel_genomes_no_reference-R1	0.48	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Fervidicola; s__Fervidicola ferrireducens
Novel_genomes_no_reference-R1	1.12	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Caldanaerovirga; s__Caldanaerovirga acetigignens
Novel_genomes_no_reference-R1	0.49	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp905373275
Novel_genomes_no_reference-R1	0.31	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus periodonticus
Novel_genomes_no_reference-R1	0.55	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp905373385
Novel_genomes_no_reference-R1	0.21	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp905365345
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp013333515
Novel_genomes_no_reference-R1	0.53	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanogingivalaceae; g__Nanogingivalis; s__Nanogingivalis sp010014525
Novel_genomes_no_reference-R1	1.24	Root; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__CEB3; s__CEB3 sp001029295
Novel_genomes_no_reference-R1	0.37	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015; f__UBA12015; g__VGTK01; s__VGTK01 sp016874715
Novel_genomes_no_reference-R1	1.68	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis sp016207095
